0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
tt82742586,Macbeth,Macbeth,2005,90,"Comedy,Drama,Romance",7.2,1044,7,writer,play,1,2,William Shakespeare,1564,1616,"writer,soundtrack,miscellaneous"
tt42514540,The Taming of the Shrew,The Taming of the Shrew,2005,90,"Comedy,Drama,Romance",8.1,1496,6,writer,play,1,3,William Shakespeare,1564,1616,"writer,soundtrack,miscellaneous"
tt66508420,A Midsummer Nights Dream,A Midsummer Nights Dream,2005,90,"Comedy,Drama,Romance",6.7,393,7,writer,play,1,4,William Shakespeare,1564,1616,"writer,soundtrack,miscellaneous"
tt74012151,Much Ado About Nothing,Much Ado About Nothing,2005,90,"Comedy,Drama,Romance",7.6,879,7,writer,play,1,1,William Shakespeare,1564,1616,"writer,soundtrack,miscellaneous"
tt21767910,Episode 112,Episode 112,2005,29,"Crime,Drama",8.1,189,7,writer,novel,1,12,Charles Dickens,1812,1870,"writer,soundtrack,miscellaneous"
tt80010579,Episode 114,Episode 114,2005,29,"Crime,Drama",8.5,199,7,writer,novel,1,14,Charles Dickens,1812,1870,"writer,soundtrack,miscellaneous"
tt87505418,Episode 115,Episode 115,2005,29,"Crime,Drama",8.5,186,7,writer,novel,1,15,Charles Dickens,1812,1870,"writer,soundtrack,miscellaneous"
tt57214333,Episode 13,Episode 13,2005,29,"Crime,Drama",8.0,223,7,writer,novel,1,3,Charles Dickens,1812,1870,"writer,soundtrack,miscellaneous"
tt91055630,Episode 14,Episode 14,2005,29,"Crime,Drama",7.9,211,7,writer,novel,1,4,Charles Dickens,1812,1870,"writer,soundtrack,miscellaneous"
tt47394032,Episode 16,Episode 16,2005,29,"Crime,Drama",8.3,207,7,writer,novel,1,6,Charles Dickens,1812,1870,"writer,soundtrack,miscellaneous"
tt85972832,Episode 18,Episode 18,2005,29,"Crime,Drama",8.5,201,7,writer,novel,1,8,Charles Dickens,1812,1870,"writer,soundtrack,miscellaneous"
tt45733060,Episode 11,Episode 11,2005,57,"Crime,Drama",7.9,273,7,writer,novel,1,1,Charles Dickens,1812,1870,"writer,soundtrack,miscellaneous"
