0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
tt28628153,Threes a Crowd,Threes a Crowd,1956,25,Comedy,6.9,18,8,producer,producer,5,9,Jack Chertok,1906,1995,"producer,miscellaneous"
tt67147711,What Every Secretary Knows,What Every Secretary Knows,1956,30,Comedy,7.1,20,8,producer,producer,5,6,Jack Chertok,1906,1995,"producer,miscellaneous"
tt83329861,How to Handle a Boss,How to Handle a Boss,1956,30,Comedy,7.4,22,8,producer,producer,5,5,Jack Chertok,1906,1995,"producer,miscellaneous"
tt61886365,Her Best Enemy,Her Best Enemy,1956,26,Comedy,7.2,20,8,producer,producer,5,8,Jack Chertok,1906,1995,"producer,miscellaneous"
tt11118019,Christmas Story,Christmas Story,1956,30,Western,8.3,38,8,writer,creator,5,15,George W. Trendle,1884,1972,"writer,producer"
tt81623872,Decision Chris McKeever,Decision Chris McKeever,1956,23,Western,8.5,30,7,writer,creator,5,13,George W. Trendle,1884,1972,"writer,producer"
tt11152428,Ghost Canyon,Ghost Canyon,1956,22,Western,7.2,30,9,writer,creator,5,16,George W. Trendle,1884,1972,"writer,producer"
tt11399378,Hot Spell in Panamint,Hot Spell in Panamint,1956,23,Western,8.1,34,7,writer,creator,5,11,George W. Trendle,1884,1972,"writer,producer"
tt93993468,No Handicap,No Handicap,1956,23,Western,8.8,31,7,writer,creator,5,4,George W. Trendle,1884,1972,"writer,producer"
tt57039686,Quarter Horse War,Quarter Horse War,1956,23,Western,8.0,34,7,writer,creator,5,9,George W. Trendle,1884,1972,"writer,producer"
tt57070101,Quicksand,Quicksand,1956,23,Western,8.3,32,8,writer,creator,5,8,George W. Trendle,1884,1972,"writer,producer"
tt52688199,The Counterfeit Mask,The Counterfeit Mask,1956,23,Western,8.0,34,7,writer,creator,5,3,George W. Trendle,1884,1972,"writer,producer"
tt99114756,The Cross of Santo Domingo,The Cross of Santo Domingo,1956,25,Western,8.6,35,7,writer,creator,5,5,George W. Trendle,1884,1972,"writer,producer"
tt36622378,The Letter Bride,The Letter Bride,1956,23,Western,8.6,49,7,writer,creator,5,10,George W. Trendle,1884,1972,"writer,producer"
tt34745491,The Return of Don Pedro OSullivan,The Return of Don Pedro OSullivan,1956,23,Western,7.8,33,7,writer,creator,5,7,George W. Trendle,1884,1972,"writer,producer"
tt55202285,The Sheriff of Smoke Tree,The Sheriff of Smoke Tree,1956,30,Western,8.7,35,7,writer,creator,5,2,George W. Trendle,1884,1972,"writer,producer"
tt54225385,The Twisted Track,The Twisted Track,1956,23,Western,8.5,37,8,writer,creator,5,12,George W. Trendle,1884,1972,"writer,producer"
tt15960202,The Wooden Rifle,The Wooden Rifle,1956,23,Western,8.5,40,7,writer,creator,5,1,George W. Trendle,1884,1972,"writer,producer"
tt19274988,Trouble at Tylerville,Trouble at Tylerville,1956,30,Western,8.5,31,7,writer,creator,5,14,George W. Trendle,1884,1972,"writer,producer"
tt37196131,White Hawks Decision,White Hawks Decision,1956,23,Western,8.0,30,8,writer,creator,5,6,George W. Trendle,1884,1972,"writer,producer"
tt82722526,Crime at Wounded Moose,Crime at Wounded Moose,1956,30,"Action,Western",7.2,25,8,writer,series creator,1,16,George W. Trendle,1884,1972,"writer,producer"
tt53326369,Justice at Goneaway Creek,Justice at Goneaway Creek,1956,30,"Action,Western",7.6,26,9,writer,creator,1,20,George W. Trendle,1884,1972,"writer,producer"
tt95389936,One Bean Too Many,One Bean Too Many,1956,30,"Action,Western",6.8,27,8,writer,series creator,1,15,George W. Trendle,1884,1972,"writer,producer"
tt66281660,One Good Turn,One Good Turn,1956,30,"Action,Western",7.5,20,8,writer,creator,1,24,George W. Trendle,1884,1972,"writer,producer"
