0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
tt94913990,I Saw the Whole Thing,I Saw the Whole Thing,1962,60,"Crime,Drama,Horror",7.5,569,9,cinematographer,director of photography,1,4,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt82575142,Mr Lucifer,Mr Lucifer,1962,60,Drama,7.8,21,9,cinematographer,director of photography,2,5,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt37810536,Peter the Medicine Man,Peter the Medicine Man,1962,30,"Comedy,Family",6.9,10,9,cinematographer,director of photography,5,39,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt66052010,A Funny Thing Happened on My Way to the Game,A Funny Thing Happened on My Way to the Game,1962,48,"Crime,Drama,Mystery",7.2,12,10,cinematographer,director of photography,2,12,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt55593305,Rendezvous in Washington,Rendezvous in Washington,1962,60,"Crime,Drama,Mystery",6.0,9,9,cinematographer,director of photography,2,30,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt35013302,Coals of Fire,Coals of Fire,1962,60,Western,7.0,10,8,cinematographer,director of photography,1,11,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt61001029,The Courtship,The Courtship,1962,60,Western,6.2,6,8,cinematographer,director of photography,1,15,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt82781978,Bad Blood,Bad Blood,1962,60,Western,8.4,54,10,cinematographer,director of photography,4,10,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt49157885,The Long Road Back,The Long Road Back,1962,60,Western,7.4,54,8,cinematographer,director of photography,4,5,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt96392277,McHale and His Seven Cupids,McHale and His Seven Cupids,1962,30,"Comedy,War",7.0,64,10,cinematographer,director of photography,1,3,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt96152815,Movies Are Your Best Diversion,Movies Are Your Best Diversion,1962,30,"Comedy,War",7.3,63,9,cinematographer,director of photography,1,5,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt93672131,Phoebe,Phoebe,1962,30,Western,6.9,12,10,cinematographer,director of photography,2,38,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt59865410,Kill My Love,Kill My Love,1962,60,"Crime,Drama,Horror",7.1,112,10,cinematographer,director of photography,2,26,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt28059039,Man of Mystery,Man of Mystery,1962,60,"Crime,Drama,Horror",7.7,97,9,cinematographer,director of photography,2,27,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt65094316,The Lethal Ladies,The Lethal Ladies,1962,60,"Crime,Drama,Horror",7.6,144,9,cinematographer,director of photography,2,29,Benjamin H. Kline,1894,1974,"cinematographer,director,camera_department"
tt32225023,Crazy Sunday,Crazy Sunday,1962,60,"Comedy,Drama",7.3,13,10,cinematographer,director of photography,2,12,George E. Diskant,1907,1965,"cinematographer,camera_department"
tt34916391,Days of Glory,Days of Glory,1962,60,"Comedy,Drama",7.5,9,8,cinematographer,director of photography,2,7,George E. Diskant,1907,1965,"cinematographer,camera_department"
tt49658229,Death in a Village,Death in a Village,1962,60,"Comedy,Drama",5.8,11,9,cinematographer,director of photography,1,15,George E. Diskant,1907,1965,"cinematographer,camera_department"
tt12877894,In Search of a Son,In Search of a Son,1962,60,"Comedy,Drama",6.6,14,10,cinematographer,director of photography,2,8,George E. Diskant,1907,1965,"cinematographer,camera_department"
