0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
tt37255028,A Plague on Maurice and Samantha,A Plague on Maurice and Samantha,1971,26,"Comedy,Family,Fantasy",7.1,228,8,producer,producer,8,9,William Asher,1921,2012,"director,producer,writer"
tt64508594,Darrin Goes Ape,Darrin Goes Ape,1971,25,"Comedy,Family,Fantasy",4.0,206,9,producer,producer,7,22,William Asher,1921,2012,"director,producer,writer"
tt59409400,Hansel and Gretel in Samanthaland,Hansel and Gretel in Samanthaland,1971,26,"Comedy,Family,Fantasy",7.1,243,8,producer,producer,8,10,William Asher,1921,2012,"director,producer,writer"
tt61048661,Money Happy Returns,Money Happy Returns,1971,25,"Comedy,Family,Fantasy",4.6,206,8,producer,producer,7,23,William Asher,1921,2012,"director,producer,writer"
tt24014610,Out of the Mouths of Babes,Out of the Mouths of Babes,1971,25,"Comedy,Family,Fantasy",7.4,253,8,producer,producer,7,24,William Asher,1921,2012,"director,producer,writer"
tt75806601,Samantha and the Antique Doll,Samantha and the Antique Doll,1971,25,"Comedy,Family,Fantasy",6.6,209,8,producer,producer,7,28,William Asher,1921,2012,"director,producer,writer"
tt79809512,Samanthas Magic Mirror,Samanthas Magic Mirror,1971,25,"Comedy,Family,Fantasy",6.0,209,8,producer,producer,7,26,William Asher,1921,2012,"director,producer,writer"
tt60907909,Samanthas Psychic Slip,Samanthas Psychic Slip,1971,25,"Comedy,Family,Fantasy",8.2,253,8,producer,producer,7,25,William Asher,1921,2012,"director,producer,writer"
tt60614168,The Eight Year Itch Witch,The Eight Year Itch Witch,1971,26,"Comedy,Family,Fantasy",7.1,237,8,producer,producer,8,12,William Asher,1921,2012,"director,producer,writer"
tt27207129,The House That Uncle Arthur Built,The House That Uncle Arthur Built,1971,25,"Comedy,Family,Fantasy",8.1,275,8,producer,producer,7,18,William Asher,1921,2012,"director,producer,writer"
tt95294505,The Return of Darrin the Bold,The Return of Darrin the Bold,1971,25,"Comedy,Family,Fantasy",8.0,264,8,producer,producer,7,17,William Asher,1921,2012,"director,producer,writer"
tt82928655,The Warlock in the Gray Flannel Suit,The Warlock in the Gray Flannel Suit,1971,26,"Comedy,Family,Fantasy",6.7,230,8,producer,producer,8,11,William Asher,1921,2012,"director,producer,writer"
tt90287848,This Little Piggie,This Little Piggie,1971,25,"Comedy,Family,Fantasy",4.8,208,8,producer,producer,7,20,William Asher,1921,2012,"director,producer,writer"
tt15142423,Three Men and a Witch on a Horse,Three Men and a Witch on a Horse,1971,26,"Comedy,Family,Fantasy",4.7,204,8,producer,producer,8,13,William Asher,1921,2012,"director,producer,writer"
tt52331900,The Chopper,The Chopper,1971,50,"Drama,Horror,Sci-Fi",4.7,9,6,writer,writer,4,9,Nigel Kneale,1922,2006,"writer,actor,special_effects"
tt96385173,Par for the Course,Par for the Course,1971,60,Drama,7.0,20,10,cinematographer,director of photography,1,6,Lloyd Ahern Sr.,1905,1983,"cinematographer,camera_department"
tt13735195,The Private World of Martin Dalton,The Private World of Martin Dalton,1971,60,Drama,5.5,17,9,cinematographer,director of photography,1,2,Lloyd Ahern Sr.,1905,1983,"cinematographer,camera_department"
