0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
tt41727346,Adventure at Arbuckle,Adventure at Arbuckle,1955,30,Western,9.0,35,8,producer,producer,4,45,Jack Chertok,1906,1995,"producer,miscellaneous"
tt57457870,Bounty Hunter,Bounty Hunter,1955,30,Western,8.6,30,9,producer,producer,4,37,Jack Chertok,1906,1995,"producer,miscellaneous"
tt52799764,Code of the Pioneers,Code of the Pioneers,1955,23,Western,8.1,38,9,producer,producer,4,24,Jack Chertok,1906,1995,"producer,miscellaneous"
tt91626912,Counterfeit Redskins,Counterfeit Redskins,1955,23,Western,8.4,33,8,producer,producer,4,51,Jack Chertok,1906,1995,"producer,miscellaneous"
tt44766509,Dan Reids Sacrifice,Dan Reids Sacrifice,1955,30,Western,7.9,34,8,producer,producer,4,18,Jack Chertok,1906,1995,"producer,miscellaneous"
tt93417860,Death Goes to Press,Death Goes to Press,1955,30,Western,8.6,31,8,producer,producer,4,43,Jack Chertok,1906,1995,"producer,miscellaneous"
tt10890837,Enfield Rifle,Enfield Rifle,1955,23,Western,8.7,32,9,producer,producer,4,19,Jack Chertok,1906,1995,"producer,miscellaneous"
tt92780604,False Accusations,False Accusations,1955,23,Western,9.0,38,9,producer,producer,4,33,Jack Chertok,1906,1995,"producer,miscellaneous"
tt91051836,Framed for Murder,Framed for Murder,1955,23,Western,8.8,34,8,producer,producer,4,47,Jack Chertok,1906,1995,"producer,miscellaneous"
tt84832708,Gold Freight,Gold Freight,1955,23,Western,9.0,28,9,producer,producer,4,34,Jack Chertok,1906,1995,"producer,miscellaneous"
tt92644301,Heart of a Cheater,Heart of a Cheater,1955,23,Western,8.6,33,9,producer,producer,4,39,Jack Chertok,1906,1995,"producer,miscellaneous"
tt86132190,Heritage of Treason,Heritage of Treason,1955,30,Western,8.1,32,10,producer,producer,4,22,Jack Chertok,1906,1995,"producer,miscellaneous"
tt68308945,Jornada Del Muerto,Jornada Del Muerto,1955,30,Western,8.8,29,9,producer,producer,4,27,Jack Chertok,1906,1995,"producer,miscellaneous"
tt41127524,One Nation Indivisible,One Nation Indivisible,1955,23,Western,8.6,36,8,producer,producer,4,52,Jack Chertok,1906,1995,"producer,miscellaneous"
tt81804693,Return of Dice Dawson,Return of Dice Dawson,1955,23,Western,8.5,34,8,producer,producer,4,44,Jack Chertok,1906,1995,"producer,miscellaneous"
tt50337869,Sawtelle Sagas End,Sawtelle Sagas End,1955,23,Western,8.9,38,9,producer,producer,4,29,Jack Chertok,1906,1995,"producer,miscellaneous"
tt83663366,Sheriffs Sale,Sheriffs Sale,1955,30,Western,8.8,30,9,producer,producer,4,41,Jack Chertok,1906,1995,"producer,miscellaneous"
tt89237649,Showdown at Sand Creek,Showdown at Sand Creek,1955,23,Western,8.7,31,9,producer,producer,4,38,Jack Chertok,1906,1995,"producer,miscellaneous"
tt19758116,SixGun Artist,SixGun Artist,1955,23,Western,8.9,44,8,producer,producer,4,42,Jack Chertok,1906,1995,"producer,miscellaneous"
tt77541720,Sunstroke Mesa,Sunstroke Mesa,1955,30,Western,8.7,37,10,producer,producer,4,28,Jack Chertok,1906,1995,"producer,miscellaneous"
tt57754127,The Bait Gold,The Bait Gold,1955,30,Western,8.2,33,8,producer,producer,4,49,Jack Chertok,1906,1995,"producer,miscellaneous"
tt98083693,The Law Lady,The Law Lady,1955,30,Western,8.7,39,9,producer,producer,4,25,Jack Chertok,1906,1995,"producer,miscellaneous"
tt51784610,The Lost Chalice,The Lost Chalice,1955,23,Western,8.2,38,9,producer,producer,4,23,Jack Chertok,1906,1995,"producer,miscellaneous"
tt91135791,The Quiet Highwayman,The Quiet Highwayman,1955,23,Western,8.5,31,9,producer,producer,4,21,Jack Chertok,1906,1995,"producer,miscellaneous"
tt22429897,The Return,The Return,1955,30,Western,8.6,37,8,producer,producer,4,46,Jack Chertok,1906,1995,"producer,miscellaneous"
tt85416889,The School Story,The School Story,1955,23,Western,8.6,38,9,producer,producer,4,20,Jack Chertok,1906,1995,"producer,miscellaneous"
tt24222976,The Sheriffs Wife,The Sheriffs Wife,1955,23,Western,8.5,27,10,producer,producer,4,50,Jack Chertok,1906,1995,"producer,miscellaneous"
tt96607187,The Swami,The Swami,1955,23,Western,8.4,33,8,producer,producer,4,40,Jack Chertok,1906,1995,"producer,miscellaneous"
tt48960776,The TellTale Bullet,The TellTale Bullet,1955,23,Western,9.0,41,9,producer,producer,4,32,Jack Chertok,1906,1995,"producer,miscellaneous"
tt26719045,The TooPerfect Signature,The TooPerfect Signature,1955,23,Western,8.9,36,8,producer,producer,4,30,Jack Chertok,1906,1995,"producer,miscellaneous"
tt66688971,The Woman in the White Mask,The Woman in the White Mask,1955,23,Western,8.7,44,10,producer,producer,4,36,Jack Chertok,1906,1995,"producer,miscellaneous"
tt89050336,Trapped,Trapped,1955,23,Western,8.4,30,8,producer,producer,4,48,Jack Chertok,1906,1995,"producer,miscellaneous"
tt51594210,Uncle Ed,Uncle Ed,1955,23,Western,8.6,33,9,producer,producer,4,26,Jack Chertok,1906,1995,"producer,miscellaneous"
tt59137011,Wanted The Lone Ranger,Wanted The Lone Ranger,1955,23,Western,8.8,29,8,producer,producer,4,35,Jack Chertok,1906,1995,"producer,miscellaneous"
tt49383983,Napoleons Eagle,Napoleons Eagle,1955,26,Western,6.1,9,7,producer,producer,1,13,Jack Chertok,1906,1995,"producer,miscellaneous"
tt95833070,Adventure at Arbuckle,Adventure at Arbuckle,1955,30,Western,9.0,35,6,writer,creator,4,45,George W. Trendle,1884,1972,"writer,producer"
tt97716856,Bounty Hunter,Bounty Hunter,1955,30,Western,8.6,30,6,writer,creator,4,37,George W. Trendle,1884,1972,"writer,producer"
tt87542829,Code of the Pioneers,Code of the Pioneers,1955,23,Western,8.1,38,6,writer,creator,4,24,George W. Trendle,1884,1972,"writer,producer"
tt57705691,Counterfeit Redskins,Counterfeit Redskins,1955,23,Western,8.4,33,6,writer,creator,4,51,George W. Trendle,1884,1972,"writer,producer"
tt58887583,Dan Reids Sacrifice,Dan Reids Sacrifice,1955,30,Western,7.9,34,6,writer,creator,4,18,George W. Trendle,1884,1972,"writer,producer"
tt48374888,Enfield Rifle,Enfield Rifle,1955,23,Western,8.7,32,6,writer,creator,4,19,George W. Trendle,1884,1972,"writer,producer"
tt97913295,False Accusations,False Accusations,1955,23,Western,9.0,38,6,writer,creator,4,33,George W. Trendle,1884,1972,"writer,producer"
tt14481775,Gold Freight,Gold Freight,1955,23,Western,9.0,28,6,writer,creator,4,34,George W. Trendle,1884,1972,"writer,producer"
tt37434492,Heart of a Cheater,Heart of a Cheater,1955,23,Western,8.6,33,6,writer,creator,4,39,George W. Trendle,1884,1972,"writer,producer"
tt49941575,Heritage of Treason,Heritage of Treason,1955,30,Western,8.1,32,6,writer,creator,4,22,George W. Trendle,1884,1972,"writer,producer"
tt31596710,Jornada Del Muerto,Jornada Del Muerto,1955,30,Western,8.8,29,6,writer,creator,4,27,George W. Trendle,1884,1972,"writer,producer"
tt51198355,One Nation Indivisible,One Nation Indivisible,1955,23,Western,8.6,36,6,writer,creator,4,52,George W. Trendle,1884,1972,"writer,producer"
tt17469369,Return of Dice Dawson,Return of Dice Dawson,1955,23,Western,8.5,34,6,writer,creator,4,44,George W. Trendle,1884,1972,"writer,producer"
tt43945250,Sawtelle Sagas End,Sawtelle Sagas End,1955,23,Western,8.9,38,6,writer,creator,4,29,George W. Trendle,1884,1972,"writer,producer"
tt98087833,Sheriffs Sale,Sheriffs Sale,1955,30,Western,8.8,30,6,writer,creator,4,41,George W. Trendle,1884,1972,"writer,producer"
tt55605219,Showdown at Sand Creek,Showdown at Sand Creek,1955,23,Western,8.7,31,6,writer,creator,4,38,George W. Trendle,1884,1972,"writer,producer"
tt88937926,SixGun Artist,SixGun Artist,1955,23,Western,8.9,44,6,writer,creator,4,42,George W. Trendle,1884,1972,"writer,producer"
tt67782998,Sunstroke Mesa,Sunstroke Mesa,1955,30,Western,8.7,37,6,writer,creator,4,28,George W. Trendle,1884,1972,"writer,producer"
tt55832507,The Bait Gold,The Bait Gold,1955,30,Western,8.2,33,6,writer,creator,4,49,George W. Trendle,1884,1972,"writer,producer"
tt10398407,The Law Lady,The Law Lady,1955,30,Western,8.7,39,6,writer,creator,4,25,George W. Trendle,1884,1972,"writer,producer"
tt27751109,The Lost Chalice,The Lost Chalice,1955,23,Western,8.2,38,6,writer,creator,4,23,George W. Trendle,1884,1972,"writer,producer"
tt73517788,The Quiet Highwayman,The Quiet Highwayman,1955,23,Western,8.5,31,6,writer,creator,4,21,George W. Trendle,1884,1972,"writer,producer"
tt24784662,The Return,The Return,1955,30,Western,8.6,37,6,writer,creator,4,46,George W. Trendle,1884,1972,"writer,producer"
tt52632362,The School Story,The School Story,1955,23,Western,8.6,38,6,writer,creator,4,20,George W. Trendle,1884,1972,"writer,producer"
tt59861562,The Sheriffs Wife,The Sheriffs Wife,1955,23,Western,8.5,27,6,writer,creator,4,50,George W. Trendle,1884,1972,"writer,producer"
tt66492254,The Swami,The Swami,1955,23,Western,8.4,33,6,writer,based on the radio play by,4,40,George W. Trendle,1884,1972,"writer,producer"
tt76278603,The TellTale Bullet,The TellTale Bullet,1955,23,Western,9.0,41,6,writer,creator,4,32,George W. Trendle,1884,1972,"writer,producer"
tt84490524,The TooPerfect Signature,The TooPerfect Signature,1955,23,Western,8.9,36,6,writer,creator,4,30,George W. Trendle,1884,1972,"writer,producer"
tt67693497,The Woman in the White Mask,The Woman in the White Mask,1955,23,Western,8.7,44,6,writer,creator,4,36,George W. Trendle,1884,1972,"writer,producer"
tt71827957,Trapped,Trapped,1955,23,Western,8.4,30,6,writer,creator,4,48,George W. Trendle,1884,1972,"writer,producer"
tt62180728,Trigger Finger,Trigger Finger,1955,23,Western,9.0,36,6,writer,creator,4,31,George W. Trendle,1884,1972,"writer,producer"
tt66953136,Uncle Ed,Uncle Ed,1955,23,Western,8.6,33,6,writer,creator,4,26,George W. Trendle,1884,1972,"writer,producer"
tt85802917,Wanted The Lone Ranger,Wanted The Lone Ranger,1955,23,Western,8.8,29,6,writer,creator,4,35,George W. Trendle,1884,1972,"writer,producer"
tt13604496,Bad Medicine,Bad Medicine,1955,30,"Action,Western",6.9,25,7,writer,series creator,1,5,George W. Trendle,1884,1972,"writer,producer"
tt41531572,Golden Gift,Golden Gift,1955,30,"Action,Western",7.1,22,8,writer,series creator,1,9,George W. Trendle,1884,1972,"writer,producer"
tt66977398,Hidden Gold,Hidden Gold,1955,30,"Action,Western",7.5,24,7,writer,series creator,1,6,George W. Trendle,1884,1972,"writer,producer"
tt77128111,Rebellion in the North,Rebellion in the North,1955,30,"Action,Western",7.3,26,7,writer,series creator,1,2,George W. Trendle,1884,1972,"writer,producer"
tt17330991,The Boy Nobody Wanted,The Boy Nobody Wanted,1955,30,"Action,Western",6.7,20,8,writer,series creator,1,13,George W. Trendle,1884,1972,"writer,producer"
tt33444231,Enfield Rifle,Enfield Rifle,1955,23,Western,8.7,32,8,writer,based on the radio play by,4,19,Fran Striker,1903,1962,"writer,miscellaneous"
tt14821247,Framed for Murder,Framed for Murder,1955,23,Western,8.8,34,7,writer,story,4,47,Fran Striker,1903,1962,"writer,miscellaneous"
tt34315547,Gold Freight,Gold Freight,1955,23,Western,9.0,28,8,writer,based on the radio play by,4,34,Fran Striker,1903,1962,"writer,miscellaneous"
