0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
tt65828013,Whats in a Name,Whats in a Name,1966,30,Comedy,7.8,56,10,cinematographer,director of photography,1,11,Jacques R. Marquette,1915,1999,"cinematographer,camera_department,producer"
tt84530536,Goodbye Hello Goodbye,Goodbye Hello Goodbye,1966,30,Comedy,7.6,86,10,cinematographer,director of photography,1,2,Jacques R. Marquette,1915,1999,"cinematographer,camera_department,producer"
tt90340557,Escape Route,Escape Route,1966,49,"Action,Crime,Drama",7.5,152,5,writer,by,5,14,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt72136127,Flight Plan,Flight Plan,1966,49,"Action,Crime,Drama",7.0,138,6,writer,by,5,13,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt50757544,Interlude in Venice,Interlude in Venice,1966,49,"Action,Crime,Drama",7.0,155,6,writer,by,5,2,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt48980235,Little Girl Lost,Little Girl Lost,1966,50,"Action,Crime,Drama",7.2,145,6,writer,by,5,10,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt33678251,Locate and Destroy,Locate and Destroy,1966,49,"Action,Crime,Drama",7.5,137,6,writer,by,5,12,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt21525080,Paper Chase,Paper Chase,1966,49,"Action,Crime,Drama",7.4,122,6,writer,by,5,11,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt88106515,The Angels Eye,The Angels Eye,1966,49,"Action,Crime,Drama",7.3,142,6,writer,by,5,7,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt23446926,The Better Mousetrap,The Better Mousetrap,1966,49,"Action,Crime,Drama",7.4,139,6,writer,by,5,9,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt47208421,The Convenient Monster,The Convenient Monster,1966,49,"Action,Crime,Drama",7.1,154,6,writer,by,5,6,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt75396897,The Helpful Pirate,The Helpful Pirate,1966,49,"Action,Crime,Drama",7.1,140,6,writer,by,5,5,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt89748912,The House on Dragons Rock,The House on Dragons Rock,1966,49,"Action,Crime,Drama",6.3,165,5,writer,by,6,9,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt33361672,The Man Who Liked Lions,The Man Who Liked Lions,1966,49,"Action,Crime,Drama",6.5,137,6,writer,by,5,8,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt51231926,The Queens Ransom,The Queens Ransom,1966,50,"Action,Crime,Drama",7.6,194,6,writer,by,5,1,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt87245083,The Reluctant Revolution,The Reluctant Revolution,1966,60,"Action,Crime,Drama",7.1,130,6,writer,by,5,4,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt59104356,The Russian Prisoner,The Russian Prisoner,1966,49,"Action,Crime,Drama",7.6,154,6,writer,by,5,3,Leslie Charteris,1907,1993,"writer,music_department,actor"
tt11911251,Farewell to Yesterday,Farewell to Yesterday,1966,49,"Crime,Drama",7.5,23,7,writer,screenplay by,1,30,Harry W. Junkin,1916,1978,"writer,script_department,producer"
tt33123881,Paper Chase,Paper Chase,1966,49,"Action,Crime,Drama",7.4,122,7,writer,screenplay,5,11,Harry W. Junkin,1916,1978,"writer,script_department,producer"
tt97386722,The Angels Eye,The Angels Eye,1966,49,"Action,Crime,Drama",7.3,142,7,writer,screenplay,5,7,Harry W. Junkin,1916,1978,"writer,script_department,producer"
tt46600932,The House on Dragons Rock,The House on Dragons Rock,1966,49,"Action,Crime,Drama",6.3,165,6,writer,screenplay by,6,9,Harry W. Junkin,1916,1978,"writer,script_department,producer"
tt79948807,The Man Who Liked Lions,The Man Who Liked Lions,1966,49,"Action,Crime,Drama",6.5,137,7,writer,screenplay,5,8,Harry W. Junkin,1916,1978,"writer,script_department,producer"
